 @n.xm1.nsg13_lv_nmos[l] @n.xm1.nsg13_lv_nmos[cdd] @n.xm1.nsg13_lv_nmos[cgd] @n.xm1.nsg13_lv_nmos[cgg] @n.xm1.nsg13_lv_nmos[cgs] @n.xm1.nsg13_lv_nmos[gds] @n.xm1.nsg13_lv_nmos[gm] @n.xm1.nsg13_lv_nmos[ids] @n.xm1.nsg13_lv_nmos[l] @n.xm1.nsg13_lv_nmos[vth] @vd[dc]         @vg[dc]        
 1.50000000e-07  1.31033150e-16  1.59990829e-16  3.45750272e-15  3.15813382e-15  2.15181626e-04  2.72262803e-03  5.60481504e-04  1.50000000e-07  4.10931201e-01  5.00000000e-01  8.00000000e-01 
 1.50000000e-07  2.06441849e-16  2.54579498e-16  3.71701211e-15  3.35091981e-15  3.47545450e-04  3.17164167e-03  8.56965125e-04  1.50000000e-07  4.10931201e-01  5.00000000e-01  9.00000000e-01 
 1.50000000e-07  2.90826428e-16  3.62033494e-16  3.92504487e-15  3.47208201e-15  5.41495806e-04  3.41743185e-03  1.18798653e-03  1.50000000e-07  4.10931201e-01  5.00000000e-01  1.00000000e+00 
 1.50000000e-07  3.80016082e-16  4.77257017e-16  4.09216262e-15  3.53882676e-15  7.99935383e-04  3.49831559e-03  1.53494879e-03  1.50000000e-07  4.10931201e-01  5.00000000e-01  1.10000000e+00 
 1.50000000e-07  4.70968401e-16  5.96357975e-16  4.22869245e-15  3.56702144e-15  1.11781805e-03  3.46095341e-03  1.88371754e-03  1.50000000e-07  4.10931201e-01  5.00000000e-01  1.20000000e+00 
 1.50000000e-07  2.06961412e-23 -7.40861642e-19  6.30102903e-16  9.39916637e-19  2.22204770e-10  5.52274250e-09  1.96738850e-10  1.50000000e-07  4.10813829e-01  6.00000000e-01  0.00000000e+00 
 1.50000000e-07  3.28387130e-22 -6.98631099e-19  5.94674716e-16  1.17980056e-18  3.88415231e-09  9.39197856e-08  3.31088576e-09  1.50000000e-07  4.10813829e-01  6.00000000e-01  1.00000000e-01 
 1.50000000e-07  5.36981689e-21 -6.58827162e-19  5.68881175e-16  5.96090837e-18  6.96493316e-08  1.62848577e-06  5.70662997e-08  1.50000000e-07  4.10813829e-01  6.00000000e-01  2.00000000e-01 
 1.50000000e-07  8.88107928e-20 -5.52244586e-19  6.11041958e-16  8.29660717e-17  1.20530142e-06  2.67609626e-05  9.68159054e-07  1.50000000e-07  4.10813829e-01  6.00000000e-01  3.00000000e-01 
 1.50000000e-07  1.22853887e-18  6.79772711e-19  1.19065990e-15  7.60611382e-16  1.22840886e-05  2.26249514e-04  1.13059028e-05  1.50000000e-07  4.10813829e-01  6.00000000e-01  4.00000000e-01 
 1.50000000e-07  7.50264965e-18  8.20391848e-18  2.16686939e-15  1.86358621e-15  3.77576224e-05  6.80933042e-04  5.44773864e-05  1.50000000e-07  4.10813829e-01  6.00000000e-01  5.00000000e-01 
 1.50000000e-07  2.26182569e-17  2.65681631e-17  2.72491180e-15  2.47380019e-15  7.07553137e-05  1.37233704e-03  1.55723287e-04  1.50000000e-07  4.10813829e-01  6.00000000e-01  6.00000000e-01 
 1.50000000e-07  4.99330087e-17  5.97123277e-17  3.09023010e-15  2.84959223e-15  1.15637651e-04  2.13666179e-03  3.31337480e-04  1.50000000e-07  4.10813829e-01  6.00000000e-01  7.00000000e-01 
 1.50000000e-07  9.04542655e-17  1.09134932e-16  3.38744270e-15  3.13180670e-15  1.77787408e-04  2.81029399e-03  5.79947200e-04  1.50000000e-07  4.10813829e-01  6.00000000e-01  8.00000000e-01 
 1.50000000e-07  1.41736307e-16  1.72331143e-16  3.63273684e-15  3.34129849e-15  2.66914026e-04  3.30281301e-03  8.87266774e-04  1.50000000e-07  4.10813829e-01  6.00000000e-01  9.00000000e-01 
 1.50000000e-07  2.01149155e-16  2.46464691e-16  3.83050156e-15  3.48561333e-15  3.93486372e-04  3.60096422e-03  1.23398269e-03  1.50000000e-07  4.10813829e-01  6.00000000e-01  1.00000000e+00 
 1.50000000e-07  2.66843218e-16  3.29510217e-16  3.99035524e-15  3.57760764e-15  5.63690988e-04  3.73565399e-03  1.60200218e-03  1.50000000e-07  4.10813829e-01  6.00000000e-01  1.10000000e+00 
 1.50000000e-07  3.37276172e-16  4.19709664e-16  4.12227914e-15  3.63050091e-15  7.78812693e-04  3.74830409e-03  1.97705239e-03  1.50000000e-07  4.10813829e-01  6.00000000e-01  1.20000000e+00 
 1.50000000e-07  1.73283544e-23 -7.43732602e-19  6.30056760e-16  8.92697831e-19  2.16829577e-10  6.14163762e-09  2.18410203e-10  1.50000000e-07  4.10695900e-01  7.00000000e-01  0.00000000e+00 
 1.50000000e-07  2.74742095e-22 -7.01412688e-19  5.94635627e-16  1.13453104e-18  3.77619192e-09  1.04951164e-07  3.69375700e-09  1.50000000e-07  4.10695900e-01  7.00000000e-01  1.00000000e-01 
 1.50000000e-07  4.49011267e-21 -6.62583963e-19  5.68836799e-16  5.90594565e-18  6.77955152e-08  1.82707750e-06  6.39393924e-08  1.50000000e-07  4.10695900e-01  7.00000000e-01  2.00000000e-01 
 1.50000000e-07  7.43134174e-20 -5.74194941e-19  6.10811398e-16  8.27086015e-17  1.17379418e-06  3.00344220e-05  1.08713320e-06  1.50000000e-07  4.10695900e-01  7.00000000e-01  3.00000000e-01 
 1.50000000e-07  1.03568584e-18  4.24553591e-19  1.18772020e-15  7.57474209e-16  1.18875837e-05  2.46507339e-04  1.25145420e-05  1.50000000e-07  4.10695900e-01  7.00000000e-01  4.00000000e-01 
 1.50000000e-07  6.27453400e-18  6.66625861e-18  2.15566383e-15  1.85239604e-15  3.59358686e-05  7.08550355e-04  5.81605623e-05  1.50000000e-07  4.10695900e-01  7.00000000e-01  5.00000000e-01 
 1.50000000e-07  1.81833101e-17  2.11317940e-17  2.70308595e-15  2.45470062e-15  6.59984345e-05  1.40844947e-03  1.62553140e-04  1.50000000e-07  4.10695900e-01  7.00000000e-01  6.00000000e-01 
 1.50000000e-07  3.83788848e-17  4.55505387e-17  3.05507502e-15  2.82458737e-15  1.05093081e-04  2.18460735e-03  3.42346953e-04  1.50000000e-07  4.10695900e-01  7.00000000e-01  7.00000000e-01 
 1.50000000e-07  6.74441217e-17  8.06751660e-17  3.33972476e-15  3.10762152e-15  1.55340814e-04  2.87489505e-03  5.96523548e-04  1.50000000e-07  4.10695900e-01  7.00000000e-01  8.00000000e-01 
 1.50000000e-07  1.03979696e-16  1.25071057e-16  3.57476830e-15  3.32530248e-15  2.21395567e-04  3.39269483e-03  9.11490996e-04  1.50000000e-07  4.10695900e-01  7.00000000e-01  9.00000000e-01 
 1.50000000e-07  1.46653043e-16  1.77407942e-16  3.76378181e-15  3.48263421e-15  3.10181345e-04  3.72399041e-03  1.26880042e-03  1.50000000e-07  4.10695900e-01  7.00000000e-01  1.00000000e+00 
 1.50000000e-07  1.94826689e-16  2.37152201e-16  3.91585082e-15  3.59023860e-15  4.27533301e-04  3.89613921e-03  1.65097498e-03  1.50000000e-07  4.10695900e-01  7.00000000e-01  1.10000000e+00 
 1.50000000e-07  2.48057575e-16  3.03964259e-16  4.04104592e-15  3.65990668e-15  5.76777295e-04  3.94713553e-03  2.04399573e-03  1.50000000e-07  4.10695900e-01  7.00000000e-01  1.20000000e+00 
 1.50000000e-07  1.47846576e-23 -7.45594005e-19  6.30010492e-16  8.44374700e-19  2.11954807e-10  6.74172488e-09  2.39428593e-10  1.50000000e-07  4.10577618e-01  8.00000000e-01  0.00000000e+00 
 1.50000000e-07  2.34225268e-22 -7.03225705e-19  5.94596596e-16  1.08839141e-18  3.66748315e-09  1.15670806e-07  4.06564423e-09  1.50000000e-07  4.10577618e-01  8.00000000e-01  1.00000000e-01 
 1.50000000e-07  3.82574778e-21 -6.65152514e-19  5.68795208e-16  5.85300300e-18  6.58950015e-08  2.02028447e-06  7.06236483e-08  1.50000000e-07  4.10577618e-01  8.00000000e-01  2.00000000e-01 
 1.50000000e-07  6.33753435e-20 -5.90555256e-19  6.10627586e-16  8.24987106e-17  1.14121199e-06  3.32179375e-05  1.20288368e-06  1.50000000e-07  4.10577618e-01  8.00000000e-01  3.00000000e-01 
 1.50000000e-07  8.91802173e-19  2.33859664e-19  1.18526301e-15  7.54817572e-16  1.14942461e-05  2.65963364e-04  1.36835402e-05  1.50000000e-07  4.10577618e-01  8.00000000e-01  4.00000000e-01 
 1.50000000e-07  5.40150540e-18  5.57238304e-18  2.14630093e-15  1.84283045e-15  3.42852941e-05  7.34286729e-04  6.16702643e-05  1.50000000e-07  4.10577618e-01  8.00000000e-01  5.00000000e-01 
 1.50000000e-07  1.52521551e-17  1.75480246e-17  2.68596274e-15  2.43899637e-15  6.20188121e-05  1.44106727e-03  1.68948645e-04  1.50000000e-07  4.10577618e-01  8.00000000e-01  6.00000000e-01 
 1.50000000e-07  3.11113798e-17  3.67026950e-17  3.02892156e-15  2.80424624e-15  9.70227356e-05  2.22598897e-03  3.52437249e-04  1.50000000e-07  4.10577618e-01  8.00000000e-01  7.00000000e-01 
 1.50000000e-07  5.32032845e-17  6.32432072e-17  3.30514440e-15  3.08684106e-15  1.39879350e-04  2.92662860e-03  6.11243597e-04  1.50000000e-07  4.10577618e-01  8.00000000e-01  8.00000000e-01 
 1.50000000e-07  8.05197981e-17  9.60817528e-17  3.53318294e-15  3.30885477e-15  1.92462524e-04  3.45947971e-03  9.32088149e-04  1.50000000e-07  4.10577618e-01  8.00000000e-01  9.00000000e-01 
 1.50000000e-07  1.12219022e-16  1.34403358e-16  3.71574881e-15  3.47374221e-15  2.59029024e-04  3.81160353e-03  1.29707279e-03  1.50000000e-07  4.10577618e-01  8.00000000e-01  1.00000000e+00 
 1.50000000e-07  1.48143667e-16  1.78215833e-16  3.86135061e-15  3.59085005e-15  3.44173110e-04  4.00904548e-03  1.68924404e-03  1.50000000e-07  4.10577618e-01  8.00000000e-01  1.10000000e+00 
 1.50000000e-07  1.88398652e-16  2.27833422e-16  3.98010137e-15  3.67128712e-15  4.51419747e-04  4.08788868e-03  2.09493427e-03  1.50000000e-07  4.10577618e-01  8.00000000e-01  1.20000000e+00 
 1.50000000e-07  1.27721592e-23 -7.46860978e-19  6.29964143e-16  7.95397123e-19  2.07929681e-10  7.32326548e-09  2.59810596e-10  1.50000000e-07  4.10459101e-01  9.00000000e-01  0.00000000e+00 
 1.50000000e-07  2.02170184e-22 -7.04467541e-19  5.94557626e-16  1.04176977e-18  3.56268576e-09  1.26081451e-07  4.42669342e-09  1.50000000e-07  4.10459101e-01  9.00000000e-01  1.00000000e-01 
 1.50000000e-07  3.30016213e-21 -6.67006035e-19  5.68755794e-16  5.80184960e-18  6.40382657e-08  2.20809733e-06  7.71194404e-08  1.50000000e-07  4.10459101e-01  9.00000000e-01  2.00000000e-01 
 1.50000000e-07  5.47282721e-20 -6.03372061e-19  6.10480029e-16  8.23265093e-17  1.10920562e-06  3.63111548e-05  1.31539537e-06  1.50000000e-07  4.10459101e-01  9.00000000e-01  3.00000000e-01 
 1.50000000e-07  7.78971778e-19  8.39523176e-20  1.18317234e-15  7.52534217e-16  1.11165250e-05  2.84663057e-04  1.48139188e-05  1.50000000e-07  4.10459101e-01  9.00000000e-01  4.00000000e-01 
 1.50000000e-07  4.74042303e-18  4.74242403e-18  2.13823365e-15  1.83445526e-15  3.27890713e-05  7.58427535e-04  6.50227649e-05  1.50000000e-07  4.10459101e-01  9.00000000e-01  5.00000000e-01 
 1.50000000e-07  1.31561415e-17  1.49866830e-17  2.67186520e-15  2.42564588e-15  5.85970796e-05  1.47095747e-03  1.74975405e-04  1.50000000e-07  4.10459101e-01  9.00000000e-01  6.00000000e-01 
 1.50000000e-07  2.61515943e-17  3.06895001e-17  3.00835521e-15  2.78726384e-15  9.04661445e-05  2.26278405e-03  3.61801476e-04  1.50000000e-07  4.10459101e-01  9.00000000e-01  7.00000000e-01 
 1.50000000e-07  4.37134055e-17  5.17166681e-17  3.27872275e-15  3.06911943e-15  1.28214685e-04  2.97031459e-03  6.24624265e-04  1.50000000e-07  4.10459101e-01  9.00000000e-01  8.00000000e-01 
 1.50000000e-07  6.50217176e-17  7.71318692e-17  3.50199089e-15  3.29367033e-15  1.72202938e-04  3.51237319e-03  9.50268334e-04  1.50000000e-07  4.10459101e-01  9.00000000e-01  9.00000000e-01 
 1.50000000e-07  8.94311897e-17  1.06296865e-16  3.68005541e-15  3.46324278e-15  2.24915863e-04  3.87765833e-03  1.32116620e-03  1.50000000e-07  4.10459101e-01  9.00000000e-01  1.00000000e+00 
 1.50000000e-07  1.16925495e-16  1.39345089e-16  3.82079934e-15  3.58630418e-15  2.89744455e-04  4.09203968e-03  1.72076185e-03  1.50000000e-07  4.10459101e-01  9.00000000e-01  1.10000000e+00 
 1.50000000e-07  1.47805052e-16  1.76792731e-16  3.93424136e-15  3.67360791e-15  3.69787850e-04  4.19066067e-03  2.13572125e-03  1.50000000e-07  4.10459101e-01  9.00000000e-01  1.20000000e+00 
 1.50000000e-07  1.11289542e-23 -7.47755697e-19  6.29917742e-16  7.46008235e-19  2.04989430e-10  7.88696986e-09  2.79588049e-10  1.50000000e-07  4.10340416e-01  1.00000000e+00  0.00000000e+00 
 1.50000000e-07  1.75997430e-22 -7.05350967e-19  5.94518715e-16  9.94870512e-19  3.46397050e-09  1.36195333e-07  4.77736551e-09  1.50000000e-07  4.10340416e-01  1.00000000e+00  1.00000000e-01 
 1.50000000e-07  2.87104162e-21 -6.68399310e-19  5.68718147e-16  5.75226776e-18  6.22676595e-08  2.39069660e-06  8.34334890e-08  1.50000000e-07  4.10340416e-01  1.00000000e+00  2.00000000e-01 
 1.50000000e-07  4.76721664e-20 -6.13764603e-19  6.10361729e-16  8.21851561e-17  1.07856120e-06  3.93169264e-05  1.42476993e-06  1.50000000e-07  4.10340416e-01  1.00000000e+00  3.00000000e-01 
 1.50000000e-07  6.87461493e-19 -3.80023383e-20  1.18137287e-15  7.50551865e-16  1.07596961e-05  3.02657460e-04  1.59075422e-05  1.50000000e-07  4.10340416e-01  1.00000000e+00  4.00000000e-01 
 1.50000000e-07  4.21797001e-18  4.08474414e-18  2.13113751e-15  1.82699786e-15  3.14307420e-05  7.81189614e-04  6.82326645e-05  1.50000000e-07  4.10340416e-01  1.00000000e+00  5.00000000e-01 
 1.50000000e-07  1.15722530e-17  1.30494787e-17  2.65986948e-15  2.41401636e-15  5.56064651e-05  1.49862162e-03  1.80682370e-04  1.50000000e-07  4.10340416e-01  1.00000000e+00  6.00000000e-01 
 1.50000000e-07  2.25540913e-17  2.63372185e-17  2.99151246e-15  2.77274815e-15  8.49524620e-05  2.29610574e-03  3.70565014e-04  1.50000000e-07  4.10340416e-01  1.00000000e+00  7.00000000e-01 
 1.50000000e-07  3.70017905e-17  4.36090788e-17  3.25766295e-15  3.05387055e-15  1.18892078e-04  3.00847041e-03  6.36963869e-04  1.50000000e-07  4.10340416e-01  1.00000000e+00  8.00000000e-01 
 1.50000000e-07  5.42144356e-17  6.40275748e-17  3.47763150e-15  3.28006950e-15  1.56957986e-04  3.55627672e-03  9.66694018e-04  1.50000000e-07  4.10340416e-01  1.00000000e+00  9.00000000e-01 
 1.50000000e-07  7.36446769e-17  8.70300344e-17  3.65260604e-15  3.45277726e-15  2.00505939e-04  3.92993248e-03  1.34237570e-03  1.50000000e-07  4.10340416e-01  1.00000000e+00  1.00000000e+00 
 1.50000000e-07  9.52899057e-17  1.12730275e-16  3.78986151e-15  3.57976570e-15  2.51982375e-04  4.15566508e-03  1.74774248e-03  1.50000000e-07  4.10340416e-01  1.00000000e+00  1.10000000e+00 
 1.50000000e-07  1.19474591e-16  1.41639660e-16  3.89922703e-15  3.67155125e-15  3.13936129e-04  4.26823676e-03  2.16974271e-03  1.50000000e-07  4.10340416e-01  1.00000000e+00  1.20000000e+00 
 1.50000000e-07  9.75623687e-24 -7.48405624e-19  6.29871307e-16  6.96348820e-19  2.03342918e-10  8.43370328e-09  2.98798666e-10  1.50000000e-07  4.10221610e-01  1.10000000e+00  0.00000000e+00 
 1.50000000e-07  1.54132947e-22 -7.05998161e-19  5.94479859e-16  9.47808332e-19  3.37228897e-09  1.46028847e-07  5.11825465e-09  1.50000000e-07  4.10221610e-01  1.10000000e+00  1.00000000e-01 
 1.50000000e-07  2.51256724e-21 -6.69480429e-19  5.68681975e-16  5.70406706e-18  6.06014896e-08  2.56835003e-06  8.95753545e-08  1.50000000e-07  4.10221610e-01  1.10000000e+00  2.00000000e-01 
 1.50000000e-07  4.17803640e-20 -6.22406307e-19  6.10267702e-16  8.20696535e-17  1.04962945e-06  4.22395916e-05  1.53116266e-06  1.50000000e-07  4.10221610e-01  1.10000000e+00  3.00000000e-01 
 1.50000000e-07  6.11418271e-19 -1.39691183e-19  1.17981197e-15  7.48818776e-16  1.04255367e-05  3.19997709e-04  1.69665986e-05  1.50000000e-07  4.10221610e-01  1.10000000e+00  4.00000000e-01 
 1.50000000e-07  3.79229426e-18  3.54725530e-18  2.12480252e-15  1.82027466e-15  3.01950451e-05  8.02744906e-04  7.13129433e-05  1.50000000e-07  4.10221610e-01  1.10000000e+00  5.00000000e-01 
 1.50000000e-07  1.03265702e-17  1.15232346e-17  2.64941927e-15  2.40370013e-15  5.29633984e-05  1.52441783e-03  1.86108153e-04  1.50000000e-07  4.10221610e-01  1.10000000e+00  6.00000000e-01 
 1.50000000e-07  1.98220472e-17  2.30340153e-17  2.97729736e-15  2.76009605e-15  8.02140723e-05  2.32665904e-03  3.78817563e-04  1.50000000e-07  4.10221610e-01  1.10000000e+00  7.00000000e-01 
 1.50000000e-07  3.20259500e-17  3.76195383e-17  3.24031196e-15  3.04057907e-15  1.11160984e-04  3.04254509e-03  6.48455228e-04  1.50000000e-07  4.10221610e-01  1.10000000e+00  8.00000000e-01 
 1.50000000e-07  4.63268377e-17  5.45240876e-17  3.45794772e-15  3.26795078e-15  1.44884137e-04  3.59396549e-03  9.81764591e-04  1.50000000e-07  4.10221610e-01  1.10000000e+00  9.00000000e-01 
 1.50000000e-07  6.22433404e-17  7.32353456e-17  3.63080149e-15  3.44291148e-15  1.82028711e-04  3.97294514e-03  1.36146319e-03  1.50000000e-07  4.10221610e-01  1.10000000e+00  1.00000000e+00 
 1.50000000e-07  7.97506520e-17  9.38135276e-17  3.76560023e-15  3.57264899e-15  2.24352501e-04  4.20629856e-03  1.77149286e-03  1.50000000e-07  4.10221610e-01  1.10000000e+00  1.10000000e+00 
 1.50000000e-07  9.91306844e-17  1.16691585e-16  3.87194329e-15  3.66748218e-15  2.73903847e-04  4.32870954e-03  2.19903112e-03  1.50000000e-07  4.10221610e-01  1.10000000e+00  1.20000000e+00 
 1.50000000e-07  8.58925070e-24 -7.48888065e-19  6.29824850e-16  6.46505024e-19  2.03335633e-10  8.96423476e-09  3.17481388e-10  1.50000000e-07  4.10102713e-01  1.20000000e+00  0.00000000e+00 
 1.50000000e-07  1.35545156e-22 -7.06483315e-19  5.94441057e-16  9.00650764e-19  3.28806701e-09  1.55599933e-07  5.44999624e-09  1.50000000e-07  4.10102713e-01  1.20000000e+00  1.00000000e-01 
 1.50000000e-07  2.20781969e-21 -6.70340813e-19  5.68647056e-16  5.65708515e-18  5.90467480e-08  2.74136195e-06  9.55556391e-08  1.50000000e-07  4.10102713e-01  1.20000000e+00  2.00000000e-01 
 1.50000000e-07  3.67735329e-20 -6.29732009e-19  6.10194231e-16  8.19762053e-17  1.02255302e-06  4.50841245e-05  1.63474985e-06  1.50000000e-07  4.10102713e-01  1.20000000e+00  3.00000000e-01 
 1.50000000e-07  5.47052565e-19 -2.26076416e-19  1.17845101e-15  7.47296252e-16  1.01142781e-05  3.36732799e-04  1.79933409e-05  1.50000000e-07  4.10102713e-01  1.20000000e+00  4.00000000e-01 
 1.50000000e-07  3.43748496e-18  3.09780860e-18  2.11908376e-15  1.81415514e-15  2.90689995e-05  8.23233899e-04  7.42750786e-05  1.50000000e-07  4.10102713e-01  1.20000000e+00  5.00000000e-01 
 1.50000000e-07  9.31716761e-18  1.02836270e-17  2.64015537e-15  2.39442067e-15  5.06095992e-05  1.54861715e-03  1.91284192e-04  1.50000000e-07  4.10102713e-01  1.20000000e+00  6.00000000e-01 
 1.50000000e-07  1.76728784e-17  2.04343254e-17  2.96502304e-15  2.74889156e-15  7.60836408e-05  2.35493110e-03  3.86627319e-04  1.50000000e-07  4.10102713e-01  1.20000000e+00  7.00000000e-01 
 1.50000000e-07  2.81965194e-17  3.30191824e-17  3.22564149e-15  3.02884391e-15  1.04593553e-04  3.07344799e-03  6.59233793e-04  1.50000000e-07  4.10102713e-01  1.20000000e+00  8.00000000e-01 
 1.50000000e-07  4.03493194e-17  4.73549776e-17  3.44159016e-15  3.25711305e-15  1.34975437e-04  3.62711258e-03  9.95741592e-04  1.50000000e-07  4.10102713e-01  1.20000000e+00  9.00000000e-01 
 1.50000000e-07  5.37044376e-17  6.29752051e-17  3.61297770e-15  3.43379040e-15  1.67428593e-04  4.00943364e-03  1.37890875e-03  1.50000000e-07  4.10102713e-01  1.20000000e+00  1.00000000e+00 
 1.50000000e-07  6.82124137e-17  7.98909127e-17  3.74605795e-15  3.56556478e-15  2.03222860e-04  4.24789454e-03  1.79282704e-03  1.50000000e-07  4.10102713e-01  1.20000000e+00  1.10000000e+00 
 1.50000000e-07  8.40959433e-17  9.84434088e-17  3.85019806e-15  3.66257417e-15  2.43999598e-04  4.37725745e-03  2.22485765e-03  1.50000000e-07  4.10102713e-01  1.20000000e+00  1.20000000e+00 
 1.70000000e-07  2.93157313e-20  3.29797475e-19  7.98892832e-16  3.29797475e-19  3.91437685e-09 -3.78541605e-14  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  0.00000000e+00 
 1.70000000e-07  4.93187718e-19  9.31894346e-19  7.56360011e-16  9.31894377e-19  6.56150325e-08 -6.66953116e-14  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  1.00000000e-01 
 1.70000000e-07  8.48689126e-18  1.16490331e-17  7.38190717e-16  1.16490345e-17  1.12921604e-06 -1.41121324e-13  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  2.00000000e-01 
 1.70000000e-07  1.33617317e-16  1.80702936e-16  1.00372590e-15  1.80702937e-16  1.88486804e-05 -6.99724769e-13  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  3.00000000e-01 
 1.70000000e-07  8.63201745e-16  1.17179066e-15  2.73291816e-15  1.17179066e-15  1.94695407e-04 -4.55617579e-12  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  4.00000000e-01 
 1.70000000e-07  1.53039495e-15  2.08361541e-15  4.34996739e-15  2.08361541e-15  7.48530946e-04 -1.31554575e-11  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  5.00000000e-01 
 1.70000000e-07  1.81518020e-15  2.47598910e-15  5.05758021e-15  2.47598910e-15  1.59872599e-03 -2.83159908e-11  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  6.00000000e-01 
 1.70000000e-07  1.95644775e-15  2.67197084e-15  5.41766162e-15  2.67197084e-15  2.58821253e-03 -5.56674734e-11  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  7.00000000e-01 
 1.70000000e-07  2.04096137e-15  2.78962210e-15  5.63742056e-15  2.78962210e-15  3.60365633e-03 -1.03793476e-10  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  8.00000000e-01 
 1.70000000e-07  2.09792226e-15  2.86890868e-15  5.78745618e-15  2.86890868e-15  4.57715096e-03 -1.85595773e-10  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  9.00000000e-01 
 1.70000000e-07  2.13925541e-15  2.92627263e-15  5.89706478e-15  2.92627263e-15  5.47403540e-03 -3.19879692e-10  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  1.00000000e+00 
 1.70000000e-07  2.17070291e-15  2.96969682e-15  5.98062358e-15  2.96969682e-15  6.28064649e-03 -5.32921078e-10  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  1.10000000e+00 
 1.70000000e-07  2.19539709e-15  3.00357074e-15  6.04613182e-15  3.00357074e-15  6.99532317e-03 -8.59735844e-10  0.00000000e+00  1.70000000e-07  3.88901283e-01  0.00000000e+00  1.20000000e+00 
 1.70000000e-07  1.10236291e-21 -2.77392195e-19  7.98857898e-16  8.65497171e-19  3.69286015e-10  3.40742557e-09  1.21263289e-10  1.70000000e-07  3.88877624e-01  1.00000000e-01  0.00000000e+00 
 1.70000000e-07  1.85507872e-20 -2.39037274e-19  7.55833454e-16  1.46398859e-18  6.48803329e-09  5.81927526e-08  2.04774124e-09  1.70000000e-07  3.88877624e-01  1.00000000e-01  1.00000000e-01 
 1.70000000e-07  3.21128894e-19  1.77964926e-19  7.29053858e-16  1.26140616e-17  1.16651765e-07  1.01691979e-06  3.55313156e-08  1.70000000e-07  3.88877624e-01  1.00000000e-01  2.00000000e-01 
 1.70000000e-07  5.57436090e-18  7.22213267e-18  8.61571029e-16  1.92391842e-16  2.03321071e-06  1.69439166e-05  6.09485076e-07  1.70000000e-07  3.88877624e-01  1.00000000e-01  3.00000000e-01 
 1.70000000e-07  7.76442569e-17  1.01538134e-16  1.98417168e-15  1.39631243e-15  2.37515770e-05  1.58091013e-04  7.49312078e-06  1.70000000e-07  3.88877624e-01  1.00000000e-01  4.00000000e-01 
 1.70000000e-07  4.51384526e-16  5.83582881e-16  3.58220119e-15  2.72420613e-15  1.53345102e-04  4.89885087e-04  3.91360022e-05  1.70000000e-07  3.88877624e-01  1.00000000e-01  5.00000000e-01 
 1.70000000e-07  9.62930577e-16  1.26111246e-15  4.59910771e-15  3.18334951e-15  5.61464666e-04  7.89352786e-04  1.04132459e-04  1.70000000e-07  3.88877624e-01  1.00000000e-01  6.00000000e-01 
 1.70000000e-07  1.32907426e-15  1.76183191e-15  5.14597276e-15  3.28500810e-15  1.26811248e-03  9.49007277e-04  1.92208448e-04  1.70000000e-07  3.88877624e-01  1.00000000e-01  7.00000000e-01 
 1.70000000e-07  1.56633424e-15  2.09322167e-15  5.46375230e-15  3.29838722e-15  2.15414092e-03  9.91240804e-04  2.90006280e-04  1.70000000e-07  3.88877624e-01  1.00000000e-01  8.00000000e-01 
 1.70000000e-07  1.72496546e-15  2.31766717e-15  5.66830121e-15  3.29283445e-15  3.10267354e-03  9.60829453e-04  3.88049460e-04  1.70000000e-07  3.88877624e-01  1.00000000e-01  9.00000000e-01 
 1.70000000e-07  1.83646266e-15  2.47662706e-15  5.81070556e-15  3.28454448e-15  4.03756233e-03  8.92435267e-04  4.80920811e-04  1.70000000e-07  3.88877624e-01  1.00000000e-01  1.00000000e+00 
 1.70000000e-07  1.91843242e-15  2.59396554e-15  5.91545492e-15  3.27706120e-15  4.91707011e-03  8.07944810e-04  5.66010274e-04  1.70000000e-07  3.88877624e-01  1.00000000e-01  1.10000000e+00 
 1.70000000e-07  1.98088408e-15  2.68351359e-15  5.99548011e-15  3.27088658e-15  5.72175818e-03  7.19937865e-04  6.42399021e-04  1.70000000e-07  3.88877624e-01  1.00000000e-01  1.20000000e+00 
 1.70000000e-07  1.95636177e-22 -3.79617882e-19  7.98835828e-16  9.38675970e-19  3.23663878e-10  4.35446131e-09  1.54209968e-10  1.70000000e-07  3.88833008e-01  2.00000000e-01  0.00000000e+00 
 1.70000000e-07  3.29116060e-21 -3.54890008e-19  7.55787095e-16  1.52035401e-18  5.88554251e-09  7.53493565e-08  2.63937372e-09  1.70000000e-07  3.88833008e-01  2.00000000e-01  1.00000000e-01 
