 @n.xm1.nsg13_lv_nmos[l] @n.xm1.nsg13_lv_nmos[cdd] @n.xm1.nsg13_lv_nmos[cgd] @n.xm1.nsg13_lv_nmos[cgg] @n.xm1.nsg13_lv_nmos[cgs] @n.xm1.nsg13_lv_nmos[gds] @n.xm1.nsg13_lv_nmos[gm] @n.xm1.nsg13_lv_nmos[ids] @n.xm1.nsg13_lv_nmos[l] @n.xm1.nsg13_lv_nmos[vth] @vd[dc]         @vg[dc]        
 1.30000000e-07  3.48316536e-23 -1.33957797e-18  4.22721001e-16  1.04168983e-18  2.43049480e-09  7.91976466e-08  2.84760180e-09  1.30000000e-07  4.33478738e-01  9.00000000e-01  1.00000000e-01 
 1.30000000e-07  5.13808387e-22 -1.27024477e-18  4.01950537e-16  2.99588923e-18  4.08793171e-08  1.30022952e-06  4.64429089e-08  1.30000000e-07  4.33478738e-01  9.00000000e-01  2.00000000e-01 
 1.30000000e-07  8.16438568e-21 -1.24096902e-18  4.09918928e-16  3.36281387e-17  6.78698851e-07  2.08013236e-05  7.55796744e-07  1.30000000e-07  4.33478738e-01  9.00000000e-01  3.00000000e-01 
 1.30000000e-07  1.74261718e-19 -1.39991414e-18  6.84510727e-16  3.60499362e-16  7.96050065e-06  2.05282267e-04  9.53782176e-06  1.30000000e-07  4.33478738e-01  9.00000000e-01  4.00000000e-01 
 1.30000000e-07  2.13023469e-18  2.22440460e-19  1.39469278e-15  1.16425384e-15  2.94807618e-05  6.39282471e-04  5.00470208e-05  1.30000000e-07  4.33478738e-01  9.00000000e-01  5.00000000e-01 
 1.30000000e-07  7.85430603e-18  6.93922215e-18  1.85948596e-15  1.67866619e-15  5.67145655e-05  1.34571163e-03  1.47055868e-04  1.30000000e-07  4.33478738e-01  9.00000000e-01  6.00000000e-01 
 1.30000000e-07  1.72893635e-17  1.83236207e-17  2.14096998e-15  1.98088498e-15  9.09910002e-05  2.20922582e-03  3.24442732e-04  1.30000000e-07  4.33478738e-01  9.00000000e-01  7.00000000e-01 
 1.30000000e-07  3.02287335e-17  3.38354271e-17  2.36546412e-15  2.21515153e-15  1.31614916e-04  3.02331227e-03  5.87148736e-04  1.30000000e-07  4.33478738e-01  9.00000000e-01  8.00000000e-01 
 1.30000000e-07  4.58542476e-17  5.24530551e-17  2.55263501e-15  2.40474122e-15  1.77483725e-04  3.66482279e-03  9.23244703e-04  1.30000000e-07  4.33478738e-01  9.00000000e-01  9.00000000e-01 
 1.30000000e-07  6.34137374e-17  7.33659658e-17  2.70045286e-15  2.54776136e-15  2.30276191e-04  4.10260070e-03  1.31325878e-03  1.30000000e-07  4.33478738e-01  9.00000000e-01  1.00000000e+00 
 1.30000000e-07  8.27808734e-17  9.65384357e-17  2.81452054e-15  2.65022169e-15  2.93292279e-04  4.36230463e-03  1.73781331e-03  1.30000000e-07  4.33478738e-01  9.00000000e-01  1.10000000e+00 
 1.30000000e-07  1.04199991e-16  1.22380035e-16  2.90400963e-15  2.72196586e-15  3.69813585e-04  4.48663267e-03  2.18121386e-03  1.30000000e-07  4.33478738e-01  9.00000000e-01  1.20000000e+00 
 1.30000000e-07  1.54595140e-24 -1.42665685e-18  4.49573099e-16  8.75609177e-19  1.53998826e-10  5.31859908e-09  1.93263144e-10  1.30000000e-07  4.33161538e-01  1.00000000e+00  0.00000000e+00 
 1.30000000e-07  2.12609594e-23 -1.34098902e-18  4.22643537e-16  9.53588435e-19  2.39379655e-09  8.59745522e-08  3.08818071e-09  1.30000000e-07  4.33161538e-01  1.00000000e+00  1.00000000e-01 
 1.30000000e-07  3.06111626e-22 -1.27189396e-18  4.01891492e-16  2.91933626e-18  4.02536418e-08  1.41496927e-06  5.04987513e-08  1.30000000e-07  4.33161538e-01  1.00000000e+00  2.00000000e-01 
 1.30000000e-07  4.94713844e-21 -1.24701986e-18  4.09957331e-16  3.36530765e-17  6.68266573e-07  2.26557866e-05  8.23138955e-07  1.30000000e-07  4.33161538e-01  1.00000000e+00  3.00000000e-01 
 1.30000000e-07  1.30968286e-19 -1.46213079e-18  6.84683139e-16  3.60655665e-16  7.79027050e-06  2.20610786e-04  1.03252725e-05  1.30000000e-07  4.33161538e-01  1.00000000e+00  4.00000000e-01 
 1.30000000e-07  1.83084877e-18 -1.65083924e-19  1.39086619e-15  1.16009752e-15  2.84714103e-05  6.63290941e-04  5.29438815e-05  1.30000000e-07  4.33161538e-01  1.00000000e+00  5.00000000e-01 
 1.30000000e-07  6.84616768e-18  5.68973614e-18  1.85098017e-15  1.67010544e-15  5.42089256e-05  1.37529424e-03  1.52599503e-04  1.30000000e-07  4.33161538e-01  1.00000000e+00  6.00000000e-01 
 1.30000000e-07  1.48984404e-17  1.54115252e-17  2.12852971e-15  1.96965715e-15  8.61345942e-05  2.24553348e-03  3.33292928e-04  1.30000000e-07  4.33161538e-01  1.00000000e+00  7.00000000e-01 
 1.30000000e-07  2.56545298e-17  2.82940302e-17  2.34983717e-15  2.20314509e-15  1.23244895e-04  3.06429337e-03  5.99878766e-04  1.30000000e-07  4.33161538e-01  1.00000000e+00  8.00000000e-01 
 1.30000000e-07  3.84220255e-17  4.34353860e-17  2.53484167e-15  2.39402909e-15  1.63759162e-04  3.71015292e-03  9.40279862e-04  1.30000000e-07  4.33161538e-01  1.00000000e+00  9.00000000e-01 
 1.30000000e-07  5.25807339e-17  6.01514620e-17  2.68087311e-15  2.53955386e-15  2.08246712e-04  4.15452237e-03  1.33513207e-03  1.30000000e-07  4.33161538e-01  1.00000000e+00  1.00000000e+00 
 1.30000000e-07  6.80213722e-17  7.84015091e-17  2.79290960e-15  2.64500721e-15  2.59009688e-04  4.42385286e-03  1.76533499e-03  1.30000000e-07  4.33161538e-01  1.00000000e+00  1.10000000e+00 
 1.30000000e-07  8.49699435e-17  9.85489850e-17  2.87988663e-15  2.71999151e-15  3.18703602e-04  4.56060948e-03  2.21549049e-03  1.30000000e-07  4.33161538e-01  1.00000000e+00  1.20000000e+00 
 1.30000000e-07  7.77027655e-25 -1.42765099e-18  4.49478469e-16  7.80887490e-19  1.55572054e-10  5.71425569e-09  2.07537168e-10  1.30000000e-07  4.32844013e-01  1.10000000e+00  0.00000000e+00 
 1.30000000e-07  9.83899718e-24 -1.34197442e-18  4.22566087e-16  8.65068971e-19  2.36109213e-09  9.26473677e-08  3.32502816e-09  1.30000000e-07  4.32844013e-01  1.10000000e+00  1.00000000e-01 
 1.30000000e-07  1.31276196e-22 -1.27309932e-18  4.01833190e-16  2.84317274e-18  3.96779713e-08  1.52802218e-06  5.44942301e-08  1.30000000e-07  4.32844013e-01  1.10000000e+00  2.00000000e-01 
 1.30000000e-07  2.24042007e-21 -1.25200878e-18  4.10007626e-16  3.36903341e-17  6.58590271e-07  2.44816163e-05  8.89473681e-07  1.30000000e-07  4.32844013e-01  1.10000000e+00  3.00000000e-01 
 1.30000000e-07  9.47845059e-20 -1.51458356e-18  6.84982081e-16  3.60944076e-16  7.63103485e-06  2.35524889e-04  1.10962310e-05  1.30000000e-07  4.32844013e-01  1.10000000e+00  4.00000000e-01 
 1.30000000e-07  1.58480568e-18 -4.84987014e-19  1.38754096e-15  1.15643420e-15  2.75473416e-05  6.86191369e-04  5.57440914e-05  1.30000000e-07  4.32844013e-01  1.10000000e+00  5.00000000e-01 
 1.30000000e-07  6.04130825e-18  4.68913372e-18  1.84353939e-15  1.66247994e-15  5.19803086e-05  1.40314130e-03  1.57906748e-04  1.30000000e-07  4.32844013e-01  1.10000000e+00  6.00000000e-01 
 1.30000000e-07  1.30526093e-17  1.31612438e-17  2.11793341e-15  1.95980460e-15  8.19226402e-05  2.27923002e-03  3.41690854e-04  1.30000000e-07  4.32844013e-01  1.10000000e+00  7.00000000e-01 
 1.30000000e-07  2.22095925e-17  2.41295195e-17  2.33683138e-15  2.19263256e-15  1.16201276e-04  3.10150588e-03  6.11841399e-04  1.30000000e-07  4.32844013e-01  1.10000000e+00  8.00000000e-01 
 1.30000000e-07  3.29133850e-17  3.67873250e-17  2.52029089e-15  2.38445800e-15  1.52698059e-04  3.74983108e-03  9.56084278e-04  1.30000000e-07  4.32844013e-01  1.10000000e+00  9.00000000e-01 
 1.30000000e-07  4.46420526e-17  5.05464831e-17  2.66511440e-15  2.53182401e-15  1.91318615e-04  4.19798584e-03  1.35507624e-03  1.30000000e-07  4.32844013e-01  1.10000000e+00  1.00000000e+00 
 1.30000000e-07  5.72874107e-17  6.53480292e-17  2.77575328e-15  2.63942699e-15  2.33669288e-04  4.47341517e-03  1.78991015e-03  1.30000000e-07  4.32844013e-01  1.10000000e+00  1.10000000e+00 
 1.30000000e-07  7.10308705e-17  8.14824629e-17  2.86091045e-15  2.71666680e-15  2.81878059e-04  4.61863018e-03  2.24542606e-03  1.30000000e-07  4.32844013e-01  1.10000000e+00  1.20000000e+00 
 1.30000000e-07  1.18229562e-25 -1.42833721e-18  4.49383829e-16  6.85835165e-19  1.58616862e-10  6.10280683e-09  2.21597027e-10  1.30000000e-07  4.32526241e-01  1.20000000e+00  0.00000000e+00 
 1.30000000e-07  5.03906378e-26 -1.34266844e-18  4.22488664e-16  7.76278535e-19  2.33279503e-09  9.92251823e-08  3.55847669e-09  1.30000000e-07  4.32526241e-01  1.20000000e+00  1.00000000e-01 
 1.30000000e-07 -1.85827229e-23 -1.27399780e-18  4.01775545e-16  2.76743572e-18  3.91578119e-08  1.63953195e-06  5.84344632e-08  1.30000000e-07  4.32526241e-01  1.20000000e+00  2.00000000e-01 
 1.30000000e-07 -7.83376932e-23 -1.25622032e-18  4.10068203e-16  3.37383710e-17  6.49775891e-07  2.62810350e-05  9.54880323e-07  1.30000000e-07  4.32526241e-01  1.20000000e+00  3.00000000e-01 
 1.30000000e-07  6.39914748e-20 -1.55965823e-18  6.85387956e-16  3.61344912e-16  7.48363347e-06  2.50052977e-04  1.18518199e-05  1.30000000e-07  4.32526241e-01  1.20000000e+00  4.00000000e-01 
 1.30000000e-07  1.37843258e-18 -7.54571957e-19  1.38462750e-15  1.15318100e-15  2.67019650e-05  7.08101222e-04  5.84557329e-05  1.30000000e-07  4.32526241e-01  1.20000000e+00  5.00000000e-01 
 1.30000000e-07  5.38147112e-18  3.86597440e-18  1.83693415e-15  1.65560600e-15  4.99870363e-05  1.42948963e-03  1.63002845e-04  1.30000000e-07  4.32526241e-01  1.20000000e+00  6.00000000e-01 
 1.30000000e-07  1.15806661e-17  1.13633668e-17  2.10872445e-15  1.95103228e-15  7.82283296e-05  2.31073598e-03  3.49693712e-04  1.30000000e-07  4.32526241e-01  1.20000000e+00  7.00000000e-01 
 1.30000000e-07  1.95220432e-17  2.08824091e-17  2.32575148e-15  2.18331211e-15  1.10155474e-04  3.13571554e-03  6.23150785e-04  1.30000000e-07  4.32526241e-01  1.20000000e+00  8.00000000e-01 
 1.30000000e-07  2.86801477e-17  3.16957775e-17  2.50808170e-15  2.37586551e-15  1.43494967e-04  3.78530287e-03  9.70879333e-04  1.30000000e-07  4.32526241e-01  1.20000000e+00  9.00000000e-01 
 1.30000000e-07  3.86120740e-17  4.32952202e-17  2.65207859e-15  2.52465139e-15  1.77759107e-04  4.23544535e-03  1.37350530e-03  1.30000000e-07  4.32526241e-01  1.20000000e+00  1.00000000e+00 
 1.30000000e-07  4.92105591e-17  5.56083237e-17  2.76175747e-15  2.63387598e-15  2.14078054e-04  4.51463927e-03  1.81225686e-03  1.30000000e-07  4.32526241e-01  1.20000000e+00  1.10000000e+00 
 1.30000000e-07  6.06115916e-17  6.88562628e-17  2.84561086e-15  2.71276236e-15  2.54168354e-04  4.66558036e-03  2.27216537e-03  1.30000000e-07  4.32526241e-01  1.20000000e+00  1.20000000e+00 
 1.50000000e-07  1.47034996e-20  2.49115050e-19  6.30350219e-16  2.49115050e-19  2.61456909e-09 -3.78201212e-14  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  0.00000000e+00 
 1.50000000e-07  2.34200964e-19  5.28723302e-19  5.95136637e-16  5.28723314e-19  4.15079845e-08 -6.60519009e-14  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  1.00000000e-01 
 1.50000000e-07  3.83000618e-18  5.34886300e-18  5.73530733e-16  5.34886353e-18  6.78020326e-07 -1.27676864e-13  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  2.00000000e-01 
 1.50000000e-07  6.02865719e-17  8.16950039e-17  6.82140853e-16  8.16950106e-17  1.10191881e-05 -4.51256902e-13  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  3.00000000e-01 
 1.50000000e-07  5.12110687e-16  6.96175710e-16  1.74920526e-15  6.96175706e-16  1.31232871e-04 -2.91388297e-12  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  4.00000000e-01 
 1.50000000e-07  1.11750777e-15  1.52414444e-15  3.21604614e-15  1.52414444e-15  6.18070736e-04 -9.50891697e-12  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  5.00000000e-01 
 1.50000000e-07  1.39252329e-15  1.90325744e-15  3.89844286e-15  1.90325744e-15  1.47003641e-03 -2.10586670e-11  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  6.00000000e-01 
 1.50000000e-07  1.52342307e-15  2.08508990e-15  4.23186325e-15  2.08508990e-15  2.52434124e-03 -4.18773857e-11  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  7.00000000e-01 
 1.50000000e-07  1.59926329e-15  2.19092045e-15  4.42925673e-15  2.19092045e-15  3.64276711e-03 -7.87513709e-11  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  8.00000000e-01 
 1.50000000e-07  1.64937822e-15  2.26091804e-15  4.56160806e-15  2.26091804e-15  4.73514122e-03 -1.41925563e-10  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  9.00000000e-01 
 1.50000000e-07  1.68530539e-15  2.31099425e-15  4.65726629e-15  2.31099425e-15  5.75198831e-03 -2.46488601e-10  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  1.00000000e+00 
 1.50000000e-07  1.71243331e-15  2.34864248e-15  4.72972148e-15  2.34864248e-15  6.67149951e-03 -4.13788065e-10  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  1.10000000e+00 
 1.50000000e-07  1.73363409e-15  2.37789005e-15  4.78630897e-15  2.37789005e-15  7.48839263e-03 -6.72675578e-10  0.00000000e+00  1.50000000e-07  4.11420569e-01  0.00000000e+00  1.20000000e+00 
 1.50000000e-07  5.81945183e-22 -5.06861315e-19  6.30320899e-16  9.47555092e-19  2.57674721e-10  2.27304694e-09  8.24966462e-11  1.50000000e-07  4.11370382e-01  1.00000000e-01  0.00000000e+00 
 1.50000000e-07  9.27021577e-21 -4.66623079e-19  5.94877241e-16  1.20002114e-18  4.29171368e-09  3.67992595e-08  1.31979611e-09  1.50000000e-07  4.11370382e-01  1.00000000e-01  1.00000000e-01 
 1.50000000e-07  1.52103415e-19 -2.52400536e-19  5.69403970e-16  6.19510140e-18  7.32973704e-08  6.11023778e-07  2.17301840e-08  1.50000000e-07  4.11370382e-01  1.00000000e-01  2.00000000e-01 
 1.50000000e-07  2.52880100e-18  2.94462082e-18  6.17325097e-16  8.67011523e-17  1.24221833e-06  9.98462167e-06  3.59609721e-07  1.50000000e-07  4.11370382e-01  1.00000000e-01  3.00000000e-01 
 1.50000000e-07  3.69437555e-17  4.83330607e-17  1.26908988e-15  8.01905461e-16  1.58889427e-05  1.10495690e-04  4.82758291e-06  1.50000000e-07  4.11370382e-01  1.00000000e-01  4.00000000e-01 
 1.50000000e-07  2.68085258e-16  3.46787444e-16  2.56282330e-15  1.97017962e-15  1.11485135e-04  4.28668317e-04  3.03364206e-05  1.50000000e-07  4.11370382e-01  1.00000000e-01  5.00000000e-01 
 1.50000000e-07  6.76923999e-16  8.85231484e-16  3.48664000e-15  2.46515907e-15  4.62495219e-04  7.81996609e-04  9.15990070e-05  1.50000000e-07  4.11370382e-01  1.00000000e-01  6.00000000e-01 
 1.50000000e-07  9.93331999e-16  1.31611159e-15  3.98991537e-15  2.58928584e-15  1.15101049e-03  1.00257010e-03  1.82110904e-04  1.50000000e-07  4.11370382e-01  1.00000000e-01  7.00000000e-01 
 1.50000000e-07  1.19937636e-15  1.60340725e-15  4.27681379e-15  2.61360305e-15  2.07523690e-03  1.08439683e-03  2.87445136e-04  1.50000000e-07  4.11370382e-01  1.00000000e-01  8.00000000e-01 
 1.50000000e-07  1.33608847e-15  1.79682943e-15  4.45819638e-15  2.61442714e-15  3.10195944e-03  1.07200445e-03  3.95857974e-04  1.50000000e-07  4.11370382e-01  1.00000000e-01  9.00000000e-01 
 1.50000000e-07  1.43147023e-15  1.93295119e-15  4.58288349e-15  2.61026384e-15  4.13552361e-03  1.00693410e-03  5.00106120e-04  1.50000000e-07  4.11370382e-01  1.00000000e-01  1.00000000e+00 
 1.50000000e-07  1.50124110e-15  2.03299596e-15  4.67385999e-15  2.60561311e-15  5.12018323e-03  9.17423235e-04  5.96442797e-04  1.50000000e-07  4.11370382e-01  1.00000000e-01  1.10000000e+00 
 1.50000000e-07  1.55423269e-15  2.10914241e-15  4.74302148e-15  2.60148464e-15  6.02806164e-03  8.20401014e-04  6.83348785e-04  1.50000000e-07  4.11370382e-01  1.00000000e-01  1.20000000e+00 
 1.50000000e-07  1.03925192e-22 -6.65159573e-19  6.30282450e-16  1.06085727e-18  2.26410823e-10  2.92207763e-09  1.05501032e-10  1.50000000e-07  4.11272581e-01  2.00000000e-01  0.00000000e+00 
 1.50000000e-07  1.65439972e-21 -6.25530722e-19  5.94831732e-16  1.30096133e-18  3.90664931e-09  4.79613196e-08  1.71175394e-09  1.50000000e-07  4.11272581e-01  2.00000000e-01  1.00000000e-01 
 1.50000000e-07  2.71277774e-20 -5.61846881e-19  5.69140132e-16  6.19282709e-18  6.88063593e-08  8.06311094e-07  2.85529315e-08  1.50000000e-07  4.11272581e-01  2.00000000e-01  2.00000000e-01 
 1.50000000e-07  4.50148968e-19 -2.11224180e-22  6.13360842e-16  8.51200736e-17  1.18039765e-06  1.32063719e-05  4.76083969e-07  1.50000000e-07  4.11272581e-01  2.00000000e-01  3.00000000e-01 
 1.50000000e-07  6.48785152e-18  7.69204890e-18  1.21872233e-15  7.85583088e-16  1.28910604e-05  1.37340953e-04  6.17656296e-06  1.50000000e-07  4.11272581e-01  2.00000000e-01  4.00000000e-01 
 1.50000000e-07  5.31892534e-17  6.64727690e-17  2.30234041e-15  1.95799711e-15  5.21770593e-05  5.32622480e-04  3.74019918e-05  1.50000000e-07  4.11272581e-01  2.00000000e-01  5.00000000e-01 
 1.50000000e-07  2.14497944e-16  2.70719341e-16  3.07361096e-15  2.61940511e-15  1.59609299e-04  1.10079206e-03  1.18618656e-04  1.50000000e-07  4.11272581e-01  2.00000000e-01  6.00000000e-01 
 1.50000000e-07  4.59683641e-16  5.89302382e-16  3.62506410e-15  2.91305059e-15  4.38161344e-04  1.60267000e-03  2.55210149e-04  1.50000000e-07  4.11272581e-01  2.00000000e-01  7.00000000e-01 
 1.50000000e-07  6.94406670e-16  9.02711747e-16  3.99991361e-15  3.01127208e-15  9.48245513e-04  1.89717682e-03  4.32052663e-04  1.50000000e-07  4.11272581e-01  2.00000000e-01  8.00000000e-01 
 1.50000000e-07  8.86449162e-16  1.16461098e-15  4.25228612e-15  3.02338127e-15  1.64969253e-03  1.99329948e-03  6.27982232e-04  1.50000000e-07  4.11272581e-01  2.00000000e-01  9.00000000e-01 
 1.50000000e-07  1.03785080e-15  1.37428233e-15  4.42724429e-15  3.00157261e-15  2.46390229e-03  1.95443238e-03  8.26225022e-04  1.50000000e-07  4.11272581e-01  2.00000000e-01  1.00000000e+00 
 1.50000000e-07  1.15744302e-15  1.54173682e-15  4.55348816e-15  2.96834175e-15  3.32164576e-03  1.83869323e-03  1.01632805e-03  1.50000000e-07  4.11272581e-01  2.00000000e-01  1.10000000e+00 
 1.50000000e-07  1.25305589e-15  1.67667427e-15  4.64795775e-15  2.93303181e-15  4.17454162e-03  1.68605738e-03  1.19275105e-03  1.50000000e-07  4.11272581e-01  2.00000000e-01  1.20000000e+00 
 1.50000000e-07  4.94402427e-23 -7.09974502e-19  6.30239255e-16  1.05774235e-18  2.32092884e-10  3.57393463e-09  1.28433207e-10  1.50000000e-07  4.11162201e-01  3.00000000e-01  0.00000000e+00 
 1.50000000e-07  7.86316237e-22 -6.68903221e-19  5.94792229e-16  1.29502758e-18  4.04291767e-09  5.93872777e-08  2.11038367e-09  1.50000000e-07  4.11162201e-01  3.00000000e-01  1.00000000e-01 
 1.50000000e-07  1.28821054e-20 -6.21106445e-19  5.69047529e-16  6.13768640e-18  7.18490730e-08  1.00937223e-06  3.56105578e-08  1.50000000e-07  4.11162201e-01  3.00000000e-01  2.00000000e-01 
 1.50000000e-07  2.13183296e-19 -3.58705153e-19  6.12301133e-16  8.42562045e-17  1.23801607e-06  1.65530240e-05  5.97462615e-07  1.50000000e-07  4.11162201e-01  3.00000000e-01  3.00000000e-01 
 1.50000000e-07  2.97557768e-18  3.00165446e-18  1.20578993e-15  7.75594822e-16  1.30522310e-05  1.60622200e-04  7.47491121e-06  1.50000000e-07  4.11162201e-01  3.00000000e-01  4.00000000e-01 
 1.50000000e-07  2.12826962e-17  2.56197668e-17  2.23158812e-15  1.91926991e-15  4.49538324e-05  5.80763993e-04  4.21755295e-05  1.50000000e-07  4.11162201e-01  3.00000000e-01  5.00000000e-01 
 1.50000000e-07  8.40426418e-17  1.03445059e-16  2.88511038e-15  2.57623265e-15  1.02275813e-04  1.21740003e-03  1.31026609e-04  1.50000000e-07  4.11162201e-01  3.00000000e-01  6.00000000e-01 
 1.50000000e-07  2.09871236e-16  2.62156388e-16  3.36595792e-15  2.95324445e-15  2.24516129e-04  1.86959189e-03  2.86158484e-04  1.50000000e-07  4.11162201e-01  3.00000000e-01  7.00000000e-01 
 1.50000000e-07  3.71093585e-16  4.70200931e-16  3.74175869e-15  3.16046106e-15  4.69834185e-04  2.35215397e-03  4.99122576e-04  1.50000000e-07  4.11162201e-01  3.00000000e-01  8.00000000e-01 
 1.50000000e-07  5.34572279e-16  6.85678397e-16  4.02380930e-15  3.25386607e-15  8.64658509e-04  2.60495006e-03  7.48818187e-04  1.50000000e-07  4.11162201e-01  3.00000000e-01  9.00000000e-01 
 1.50000000e-07  6.84850104e-16  8.87288906e-16  4.23267062e-15  3.27875377e-15  1.38980729e-03  2.66605675e-03  1.01370293e-03  1.50000000e-07  4.11162201e-01  3.00000000e-01  1.00000000e+00 
 1.50000000e-07  8.17780085e-16  1.06819965e-15  4.38942230e-15  3.26620688e-15  2.00628924e-03  2.59815616e-03  1.27774362e-03  1.50000000e-07  4.11162201e-01  3.00000000e-01  1.10000000e+00 
 1.50000000e-07  9.33592230e-16  1.22764301e-15  4.50968185e-15  3.23484595e-15  2.67502033e-03  2.45420122e-03  1.53081758e-03  1.50000000e-07  4.11162201e-01  3.00000000e-01  1.20000000e+00 
 1.50000000e-07  3.32884750e-23 -7.27597504e-19  6.30194407e-16  1.02624339e-18  2.31519172e-10  4.23369401e-09  1.51581909e-10  1.50000000e-07  4.11047619e-01  4.00000000e-01  0.00000000e+00 
 1.50000000e-07  5.28987501e-22 -6.85855852e-19  5.94753030e-16  1.26347722e-18  4.04832400e-09  7.10341887e-08  2.51575477e-09  1.50000000e-07  4.11047619e-01  4.00000000e-01  1.00000000e-01 
 1.50000000e-07  8.66012355e-21 -6.42542524e-19  5.68983210e-16  6.07738207e-18  7.22660905e-08  1.21757840e-06  4.28329552e-08  1.50000000e-07  4.11047619e-01  4.00000000e-01  2.00000000e-01 
 1.50000000e-07  1.43175865e-19 -4.67974965e-19  6.11728859e-16  8.36974308e-17  1.24797372e-06  1.99857475e-05  7.22062598e-07  1.50000000e-07  4.11047619e-01  4.00000000e-01  3.00000000e-01 
 1.50000000e-07  1.97434332e-18  1.66823661e-18  1.19898052e-15  7.69165146e-16  1.29491254e-05  1.83256413e-04  8.77716843e-06  1.50000000e-07  4.11047619e-01  4.00000000e-01  4.00000000e-01 
 1.50000000e-07  1.28938048e-17  1.49811855e-17  2.20027712e-15  1.89460915e-15  4.20367255e-05  6.18161333e-04  4.65149950e-05  1.50000000e-07  4.11047619e-01  4.00000000e-01  5.00000000e-01 
 1.50000000e-07  4.52999703e-17  5.46833933e-17  2.80090714e-15  2.53085269e-15  8.53924491e-05  1.28262608e-03  1.40286784e-04  1.50000000e-07  4.11047619e-01  4.00000000e-01  6.00000000e-01 
 1.50000000e-07  1.11987250e-16  1.37203883e-16  3.22251457e-15  2.91910408e-15  1.58441160e-04  1.99873440e-03  3.04748582e-04  1.50000000e-07  4.11047619e-01  4.00000000e-01  7.00000000e-01 
 1.50000000e-07  2.09440104e-16  2.59884443e-16  3.56677663e-15  3.17847234e-15  2.89929537e-04  2.58843343e-03  5.35709225e-04  1.50000000e-07  4.11047619e-01  4.00000000e-01  8.00000000e-01 
 1.50000000e-07  3.23008881e-16  4.05509379e-16  3.84241839e-15  3.33659044e-15  5.09161926e-04  2.96246357e-03  8.15127934e-04  1.50000000e-07  4.11047619e-01  4.00000000e-01  9.00000000e-01 
 1.50000000e-07  4.40941284e-16  5.59325277e-16  4.05787671e-15  3.41812708e-15  8.25185104e-04  3.12902344e-03  1.12124358e-03  1.50000000e-07  4.11047619e-01  4.00000000e-01  1.00000000e+00 
 1.50000000e-07  5.56582528e-16  7.12451133e-16  4.22674760e-15  3.44773077e-15  1.22794515e-03  3.13862178e-03  1.43570240e-03  1.50000000e-07  4.11047619e-01  4.00000000e-01  1.10000000e+00 
 1.50000000e-07  6.66437258e-16  8.59856466e-16  4.36115441e-15  3.44448674e-15  1.69853512e-03  3.04362158e-03  1.74549527e-03  1.50000000e-07  4.11047619e-01  4.00000000e-01  1.20000000e+00 
 1.50000000e-07  2.54977255e-23 -7.36133171e-19  6.30148838e-16  9.85121512e-19  2.27480685e-10  4.88578843e-09  1.74432273e-10  1.50000000e-07  4.10931201e-01  5.00000000e-01  0.00000000e+00 
 1.50000000e-07  4.04874855e-22 -6.94068915e-19  5.94713856e-16  1.22339919e-18  3.98162555e-09  8.25941806e-08  2.91756424e-09  1.50000000e-07  4.10931201e-01  5.00000000e-01  1.00000000e-01 
 1.50000000e-07  6.62425970e-21 -6.52910314e-19  5.68929339e-16  6.01807695e-18  7.12688600e-08  1.42491352e-06  5.00173180e-08  1.50000000e-07  4.10931201e-01  5.00000000e-01  2.00000000e-01 
 1.50000000e-07  1.09512124e-19 -5.20431964e-19  6.11336626e-16  8.32865930e-17  1.23234719e-06  2.34045438e-05  8.46218028e-07  1.50000000e-07  4.10931201e-01  5.00000000e-01  3.00000000e-01 
 1.50000000e-07  1.50839745e-18  1.05017071e-18  1.19428050e-15  7.64402502e-16  1.26567518e-05  2.05161724e-04  1.00584881e-05  1.50000000e-07  4.10931201e-01  5.00000000e-01  4.00000000e-01 
 1.50000000e-07  9.40965643e-18  1.05947178e-17  2.18095812e-15  1.87715972e-15  3.97710375e-05  6.51029040e-04  5.06026755e-05  1.50000000e-07  4.10931201e-01  5.00000000e-01  5.00000000e-01 
 1.50000000e-07  3.01483565e-17  3.58481266e-17  2.75485155e-15  2.49811141e-15  7.67620093e-05  1.33137988e-03  1.48361200e-04  1.50000000e-07  4.10931201e-01  5.00000000e-01  6.00000000e-01 
 1.50000000e-07  7.04032589e-17  8.50491867e-17  3.14118207e-15  2.88092867e-15  1.31022670e-04  2.07806237e-03  3.19062400e-04  1.50000000e-07  4.10931201e-01  5.00000000e-01  7.00000000e-01 
